unified_customer_id,full_name,city,age,hdbank_customer_id,vietjetair_customer_id,hdbank_segment,preferred_channel,monthly_income,credit_score,has_credit_card,membership_tier,home_airport,email_opt_in,shared_customer,has_hdbank,has_vietjetair
U-0165,Hoang Thao,Ho Chi Minh City,27,CUS-0165,CUS-0165,YOUNG_FAMILY,APP,48000000.00,675,true,SKYJOY_RED,DAD,true,true,true,true
U-0166,Vu Lan,Hai Phong,22,CUS-0166,CUS-0166,AFFLUENT,APP,51000000.00,806,true,SKYJOY_RED,SGN,true,true,true,true
U-0167,Bui Tuan,Ha Noi,45,CUS-0167,CUS-0167,EMERGING_AFFLUENT,APP,82000000.00,735,false,SKYJOY_RED,CXR,true,true,true,true
U-0168,Tran Dung,Ho Chi Minh City,47,CUS-0168,CUS-0168,EMERGING_AFFLUENT,SMS,61000000.00,762,false,SKYJOY_GOLD,HAN,true,true,true,true
U-0169,Phan Trang,Ho Chi Minh City,24,CUS-0169,CUS-0169,AFFLUENT,APP,60000000.00,825,true,SKYJOY_RED,CXR,false,true,true,true
U-0170,Le Linh,Hai Phong,42,CUS-0170,CUS-0170,SALARY_PLUS,APP,96000000.00,809,false,SKYJOY_GOLD,CXR,true,true,true,true
U-0171,Dang Thao,Nha Trang,58,CUS-0171,CUS-0171,EMERGING_AFFLUENT,APP,20000000.00,714,true,SKYJOY_RED,PQC,true,true,true,true
U-0172,Nguyen Thao,Da Nang,59,CUS-0172,CUS-0172,SALARY_PLUS,SMS,92000000.00,742,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0173,Phan Dung,Nha Trang,37,CUS-0173,CUS-0173,AFFLUENT,APP,107000000.00,648,true,SKYJOY_RED,PQC,true,true,true,true
U-0174,Pham Phuc,Hai Phong,61,CUS-0174,CUS-0174,YOUNG_FAMILY,SMS,112000000.00,806,true,SKYJOY_RED,HAN,true,true,true,true
U-0175,Vu Trang,Can Tho,42,CUS-0175,CUS-0175,SALARY_PLUS,APP,86000000.00,707,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0176,Pham Hoa,Da Nang,57,CUS-0176,CUS-0176,EMERGING_AFFLUENT,APP,56000000.00,817,true,SKYJOY_RED,PQC,true,true,true,true
U-0177,Huynh Tuan,Nha Trang,39,CUS-0177,CUS-0177,EMERGING_AFFLUENT,APP,104000000.00,759,true,SKYJOY_PLATINUM,DAD,false,true,true,true
U-0178,Le Lan,Ho Chi Minh City,40,CUS-0178,CUS-0178,AFFLUENT,APP,74000000.00,787,true,SKYJOY_RED,HAN,true,true,true,true
U-0179,Hoang Tuan,Nha Trang,39,CUS-0179,CUS-0179,SALARY_PLUS,APP,112000000.00,770,true,SKYJOY_RED,CXR,true,true,true,true
U-0180,Pham Bao,Ho Chi Minh City,48,CUS-0180,CUS-0180,EMERGING_AFFLUENT,SMS,30000000.00,794,false,SKYJOY_RED,CXR,false,true,true,true
U-0181,Le Phuc,Nha Trang,52,CUS-0181,CUS-0181,YOUNG_FAMILY,SMS,114000000.00,693,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0182,Pham Tuan,Nha Trang,24,CUS-0182,CUS-0182,SALARY_PLUS,APP,40000000.00,629,false,SKYJOY_RED,PQC,true,true,true,true
U-0183,Hoang Bao,Ho Chi Minh City,41,CUS-0183,CUS-0183,AFFLUENT,BRANCH,60000000.00,692,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0184,Le Trang,Can Tho,39,CUS-0184,CUS-0184,SALARY_PLUS,SMS,60000000.00,661,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0185,Huynh Lan,Hai Phong,34,CUS-0185,CUS-0185,SALARY_PLUS,APP,99000000.00,723,false,SKYJOY_RED,SGN,true,true,true,true
U-0186,Tran Giang,Ha Noi,52,CUS-0186,CUS-0186,EMERGING_AFFLUENT,BRANCH,18000000.00,686,true,SKYJOY_RED,DAD,false,true,true,true
U-0187,Hoang Vy,Nha Trang,58,CUS-0187,CUS-0187,AFFLUENT,APP,64000000.00,797,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0188,Phan Trang,Nha Trang,41,CUS-0188,CUS-0188,AFFLUENT,APP,55000000.00,714,true,SKYJOY_RED,HAN,true,true,true,true
U-0189,Vu Minh,Can Tho,57,CUS-0189,CUS-0189,YOUNG_FAMILY,SMS,120000000.00,790,false,SKYJOY_GOLD,CXR,false,true,true,true
U-0190,Tran Trang,Can Tho,55,CUS-0190,CUS-0190,EMERGING_AFFLUENT,APP,90000000.00,648,true,SKYJOY_RED,CXR,true,true,true,true
U-0191,Dang Dung,Ha Noi,42,CUS-0191,CUS-0191,YOUNG_FAMILY,APP,44000000.00,803,true,SKYJOY_RED,CXR,true,true,true,true
U-0192,Nguyen Quang,Ha Noi,54,CUS-0192,CUS-0192,YOUNG_FAMILY,APP,25000000.00,763,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0193,Nguyen Hanh,Hai Phong,26,CUS-0193,CUS-0193,AFFLUENT,APP,107000000.00,636,true,SKYJOY_RED,SGN,false,true,true,true
U-0194,Vu Bao,Da Nang,48,CUS-0194,CUS-0194,SALARY_PLUS,SMS,116000000.00,784,false,SKYJOY_GOLD,PQC,true,true,true,true
U-0195,Phan Quang,Can Tho,46,CUS-0195,CUS-0195,AFFLUENT,SMS,102000000.00,758,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0196,Dang Ngoc,Hai Phong,30,CUS-0196,CUS-0196,SALARY_PLUS,SMS,114000000.00,625,false,SKYJOY_RED,CXR,true,true,true,true
U-0197,Phan Hoa,Ha Noi,51,CUS-0197,CUS-0197,EMERGING_AFFLUENT,APP,42000000.00,805,false,SKYJOY_RED,PQC,true,true,true,true
U-0198,Nguyen Hoa,Ha Noi,26,CUS-0198,CUS-0198,AFFLUENT,APP,75000000.00,773,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0199,Phan Quang,Ha Noi,56,CUS-0199,CUS-0199,SALARY_PLUS,SMS,117000000.00,634,true,SKYJOY_PLATINUM,HAN,true,true,true,true
U-0200,Bui Linh,Hai Phong,60,CUS-0200,CUS-0200,EMERGING_AFFLUENT,APP,36000000.00,789,true,SKYJOY_RED,DAD,true,true,true,true
U-0201,Bui Giang,Nha Trang,49,CUS-0201,CUS-0201,YOUNG_FAMILY,APP,62000000.00,784,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0202,Phan Dung,Da Nang,46,CUS-0202,CUS-0202,SALARY_PLUS,SMS,78000000.00,681,false,SKYJOY_RED,HAN,true,true,true,true
U-0203,Nguyen Tuan,Can Tho,48,CUS-0203,CUS-0203,SALARY_PLUS,APP,50000000.00,672,true,SKYJOY_RED,PQC,false,true,true,true
U-0204,Tran Tuan,Nha Trang,34,CUS-0204,CUS-0204,AFFLUENT,APP,104000000.00,774,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0205,Bui Tuan,Ha Noi,52,CUS-0205,CUS-0205,SALARY_PLUS,SMS,60000000.00,697,false,SKYJOY_RED,HAN,false,true,true,true
U-0206,Tran Thao,Ha Noi,60,CUS-0206,CUS-0206,SALARY_PLUS,APP,48000000.00,761,true,SKYJOY_RED,PQC,true,true,true,true
U-0207,Huynh Lan,Da Nang,45,CUS-0207,CUS-0207,YOUNG_FAMILY,APP,120000000.00,804,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0208,Phan Bao,Hai Phong,36,CUS-0208,CUS-0208,SALARY_PLUS,APP,88000000.00,769,true,SKYJOY_RED,HAN,true,true,true,true
U-0209,Pham Ngoc,Hai Phong,37,CUS-0209,CUS-0209,YOUNG_FAMILY,APP,105000000.00,706,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0210,Huynh Giang,Ha Noi,56,CUS-0210,CUS-0210,YOUNG_FAMILY,APP,87000000.00,784,false,SKYJOY_RED,SGN,false,true,true,true
U-0211,Nguyen An,Can Tho,30,CUS-0211,CUS-0211,SALARY_PLUS,APP,37000000.00,622,true,SKYJOY_RED,SGN,true,true,true,true
U-0212,Bui Thao,Nha Trang,53,CUS-0212,CUS-0212,AFFLUENT,APP,88000000.00,725,true,SKYJOY_RED,DAD,true,true,true,true
U-0213,Hoang An,Hai Phong,49,CUS-0213,CUS-0213,SALARY_PLUS,APP,30000000.00,754,true,SKYJOY_RED,CXR,true,true,true,true
U-0214,Huynh Khanh,Can Tho,27,CUS-0214,CUS-0214,EMERGING_AFFLUENT,BRANCH,76000000.00,764,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0215,Tran Bao,Ho Chi Minh City,47,CUS-0215,CUS-0215,YOUNG_FAMILY,APP,78000000.00,634,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0216,Phan Linh,Hai Phong,28,CUS-0216,CUS-0216,AFFLUENT,APP,106000000.00,765,true,SKYJOY_RED,SGN,true,true,true,true
U-0217,Hoang Tuan,Hai Phong,24,CUS-0217,CUS-0217,SALARY_PLUS,BRANCH,58000000.00,624,false,SKYJOY_GOLD,PQC,false,true,true,true
U-0218,Hoang Giang,Hai Phong,37,CUS-0218,CUS-0218,YOUNG_FAMILY,SMS,87000000.00,704,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0219,Huynh Bao,Ho Chi Minh City,49,CUS-0219,CUS-0219,SALARY_PLUS,SMS,61000000.00,774,false,SKYJOY_PLATINUM,PQC,false,true,true,true
U-0220,Huynh An,Nha Trang,39,CUS-0220,CUS-0220,YOUNG_FAMILY,APP,63000000.00,761,false,SKYJOY_RED,CXR,true,true,true,true
U-0221,Tran Lan,Ha Noi,26,CUS-0221,CUS-0221,AFFLUENT,APP,66000000.00,802,false,SKYJOY_RED,PQC,true,true,true,true
U-0222,Tran Binh,Ho Chi Minh City,41,CUS-0222,CUS-0222,YOUNG_FAMILY,APP,52000000.00,646,true,SKYJOY_RED,PQC,true,true,true,true
U-0223,Dang Phuc,Ho Chi Minh City,23,CUS-0223,CUS-0223,AFFLUENT,APP,29000000.00,772,true,SKYJOY_RED,PQC,true,true,true,true
U-0224,Phan Ngoc,Ho Chi Minh City,57,CUS-0224,CUS-0224,SALARY_PLUS,APP,39000000.00,795,true,SKYJOY_RED,DAD,true,true,true,true
U-0225,Le Binh,Ha Noi,49,CUS-0225,CUS-0225,EMERGING_AFFLUENT,APP,79000000.00,820,true,SKYJOY_RED,HAN,true,true,true,true
U-0226,Vu Hanh,Can Tho,28,CUS-0226,CUS-0226,SALARY_PLUS,APP,68000000.00,705,false,SKYJOY_RED,DAD,true,true,true,true
U-0227,Phan Dung,Da Nang,42,CUS-0227,CUS-0227,SALARY_PLUS,APP,40000000.00,721,false,SKYJOY_RED,PQC,false,true,true,true
U-0228,Pham Linh,Can Tho,39,CUS-0228,CUS-0228,YOUNG_FAMILY,APP,90000000.00,671,true,SKYJOY_RED,CXR,true,true,true,true
U-0229,Vu Hanh,Can Tho,40,CUS-0229,CUS-0229,AFFLUENT,SMS,119000000.00,823,true,SKYJOY_RED,DAD,true,true,true,true
U-0230,Le Phuc,Can Tho,26,CUS-0230,CUS-0230,YOUNG_FAMILY,BRANCH,79000000.00,769,true,SKYJOY_RED,PQC,true,true,true,true
U-0231,Huynh Tuan,Hai Phong,62,CUS-0231,CUS-0231,AFFLUENT,APP,49000000.00,788,true,SKYJOY_RED,CXR,true,true,true,true
U-0232,Phan Linh,Can Tho,28,CUS-0232,CUS-0232,AFFLUENT,APP,46000000.00,750,true,SKYJOY_RED,CXR,true,true,true,true
U-0233,Huynh Ngoc,Can Tho,59,CUS-0233,CUS-0233,SALARY_PLUS,APP,21000000.00,743,true,SKYJOY_RED,SGN,true,true,true,true
U-0234,Le Minh,Da Nang,43,CUS-0234,CUS-0234,YOUNG_FAMILY,SMS,84000000.00,743,true,SKYJOY_RED,PQC,true,true,true,true
U-0235,Hoang Bao,Nha Trang,29,CUS-0235,CUS-0235,AFFLUENT,SMS,100000000.00,647,true,SKYJOY_RED,HAN,true,true,true,true
U-0236,Dang Giang,Da Nang,57,CUS-0236,CUS-0236,YOUNG_FAMILY,BRANCH,47000000.00,824,true,SKYJOY_RED,PQC,true,true,true,true
U-0237,Bui Hanh,Can Tho,59,CUS-0237,CUS-0237,YOUNG_FAMILY,APP,108000000.00,674,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0238,Dang Giang,Da Nang,42,CUS-0238,CUS-0238,SALARY_PLUS,APP,51000000.00,791,false,SKYJOY_RED,DAD,true,true,true,true
U-0239,Bui Ngoc,Hai Phong,29,CUS-0239,CUS-0239,EMERGING_AFFLUENT,APP,76000000.00,778,true,SKYJOY_GOLD,DAD,false,true,true,true
U-0240,Bui Binh,Nha Trang,30,CUS-0240,CUS-0240,EMERGING_AFFLUENT,APP,57000000.00,649,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0241,Bui Dung,Hai Phong,46,CUS-0241,CUS-0241,YOUNG_FAMILY,APP,99000000.00,757,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0242,Vu Lan,Ha Noi,33,CUS-0242,CUS-0242,EMERGING_AFFLUENT,SMS,97000000.00,633,false,SKYJOY_PLATINUM,PQC,true,true,true,true
U-0243,Phan Tuan,Hai Phong,53,CUS-0243,CUS-0243,YOUNG_FAMILY,SMS,71000000.00,801,false,SKYJOY_RED,SGN,true,true,true,true
U-0244,Pham Lan,Ho Chi Minh City,39,CUS-0244,CUS-0244,SALARY_PLUS,APP,39000000.00,819,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0245,Tran Vy,Ho Chi Minh City,39,CUS-0245,CUS-0245,EMERGING_AFFLUENT,APP,114000000.00,630,false,SKYJOY_RED,HAN,false,true,true,true
U-0246,Tran Hoa,Da Nang,24,CUS-0246,CUS-0246,YOUNG_FAMILY,APP,29000000.00,732,false,SKYJOY_RED,HAN,true,true,true,true
U-0247,Bui Minh,Nha Trang,61,CUS-0247,CUS-0247,YOUNG_FAMILY,APP,35000000.00,820,true,SKYJOY_RED,SGN,true,true,true,true
U-0248,Dang Khanh,Hai Phong,56,CUS-0248,CUS-0248,SALARY_PLUS,APP,108000000.00,694,true,SKYJOY_RED,CXR,false,true,true,true
U-0249,Tran Dung,Can Tho,25,CUS-0249,CUS-0249,EMERGING_AFFLUENT,SMS,34000000.00,799,false,SKYJOY_RED,DAD,true,true,true,true
U-0250,Phan Thao,Ha Noi,58,CUS-0250,CUS-0250,EMERGING_AFFLUENT,APP,66000000.00,735,true,SKYJOY_GOLD,SGN,true,true,true,true
U-0251,Hoang Minh,Can Tho,53,CUS-0251,CUS-0251,EMERGING_AFFLUENT,APP,117000000.00,836,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0252,Huynh Binh,Hai Phong,47,CUS-0252,CUS-0252,SALARY_PLUS,BRANCH,45000000.00,746,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0253,Le Vy,Can Tho,43,CUS-0253,CUS-0253,AFFLUENT,APP,98000000.00,820,false,SKYJOY_RED,HAN,true,true,true,true
U-0254,Nguyen Phuc,Ha Noi,30,CUS-0254,CUS-0254,EMERGING_AFFLUENT,APP,53000000.00,643,true,SKYJOY_RED,DAD,true,true,true,true
U-0255,Le Bao,Can Tho,62,CUS-0255,CUS-0255,EMERGING_AFFLUENT,SMS,114000000.00,679,true,SKYJOY_RED,SGN,true,true,true,true
U-0256,Vu Binh,Ha Noi,59,CUS-0256,CUS-0256,SALARY_PLUS,APP,74000000.00,622,true,SKYJOY_RED,SGN,false,true,true,true
U-0257,Phan Dung,Can Tho,26,CUS-0257,CUS-0257,SALARY_PLUS,APP,111000000.00,826,true,SKYJOY_RED,DAD,true,true,true,true
U-0258,Le Dung,Ho Chi Minh City,55,CUS-0258,CUS-0258,AFFLUENT,APP,39000000.00,732,true,SKYJOY_RED,HAN,false,true,true,true
U-0259,Bui Quang,Ha Noi,27,CUS-0259,CUS-0259,AFFLUENT,APP,33000000.00,770,true,SKYJOY_RED,PQC,true,true,true,true
U-0260,Le Hoa,Da Nang,27,CUS-0260,CUS-0260,SALARY_PLUS,APP,94000000.00,804,true,SKYJOY_GOLD,SGN,false,true,true,true
U-0261,Hoang Hanh,Hai Phong,60,CUS-0261,CUS-0261,SALARY_PLUS,SMS,55000000.00,785,true,SKYJOY_PLATINUM,HAN,true,true,true,true
U-0262,Tran Hoa,Can Tho,62,CUS-0262,CUS-0262,AFFLUENT,APP,19000000.00,712,false,SKYJOY_RED,CXR,true,true,true,true
U-0263,Dang Giang,Can Tho,26,CUS-0263,CUS-0263,AFFLUENT,APP,19000000.00,687,true,SKYJOY_PLATINUM,PQC,true,true,true,true
U-0264,Dang Phuc,Can Tho,47,CUS-0264,CUS-0264,AFFLUENT,APP,86000000.00,777,true,SKYJOY_RED,SGN,true,true,true,true
U-0265,Pham Dung,Hai Phong,42,CUS-0265,CUS-0265,YOUNG_FAMILY,APP,115000000.00,833,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0266,Pham Bao,Ha Noi,27,CUS-0266,CUS-0266,YOUNG_FAMILY,APP,96000000.00,775,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0267,Le An,Ha Noi,53,CUS-0267,CUS-0267,EMERGING_AFFLUENT,APP,118000000.00,830,true,SKYJOY_RED,HAN,true,true,true,true
U-0268,Hoang Chi,Ho Chi Minh City,43,CUS-0268,CUS-0268,YOUNG_FAMILY,APP,26000000.00,687,true,SKYJOY_RED,SGN,true,true,true,true
U-0269,Dang Minh,Ho Chi Minh City,53,CUS-0269,CUS-0269,SALARY_PLUS,APP,50000000.00,817,true,SKYJOY_RED,SGN,true,true,true,true
U-0270,Dang An,Ho Chi Minh City,22,CUS-0270,CUS-0270,SALARY_PLUS,APP,64000000.00,718,false,SKYJOY_RED,SGN,true,true,true,true
U-0271,Phan Hoa,Da Nang,37,CUS-0271,CUS-0271,YOUNG_FAMILY,BRANCH,58000000.00,689,false,SKYJOY_RED,SGN,true,true,true,true
U-0272,Nguyen Giang,Ha Noi,55,CUS-0272,CUS-0272,AFFLUENT,BRANCH,26000000.00,739,false,SKYJOY_GOLD,DAD,true,true,true,true
U-0273,Dang Quang,Ho Chi Minh City,45,CUS-0273,CUS-0273,SALARY_PLUS,APP,118000000.00,697,true,SKYJOY_RED,DAD,true,true,true,true
U-0274,Vu Hanh,Nha Trang,56,CUS-0274,CUS-0274,SALARY_PLUS,APP,70000000.00,626,true,SKYJOY_RED,SGN,false,true,true,true
U-0275,Nguyen Ngoc,Nha Trang,41,CUS-0275,CUS-0275,AFFLUENT,APP,48000000.00,727,true,SKYJOY_RED,HAN,true,true,true,true
U-0276,Tran Bao,Ha Noi,55,CUS-0276,CUS-0276,YOUNG_FAMILY,SMS,65000000.00,737,false,SKYJOY_RED,SGN,true,true,true,true
U-0277,Phan Binh,Hai Phong,58,CUS-0277,CUS-0277,AFFLUENT,APP,34000000.00,680,true,SKYJOY_GOLD,PQC,true,true,true,true
U-0278,Huynh Linh,Can Tho,39,CUS-0278,CUS-0278,SALARY_PLUS,APP,43000000.00,654,false,SKYJOY_GOLD,HAN,true,true,true,true
U-0279,Vu Quang,Da Nang,48,CUS-0279,CUS-0279,AFFLUENT,APP,116000000.00,673,true,SKYJOY_RED,SGN,true,true,true,true
U-0280,Hoang Bao,Ha Noi,42,CUS-0280,CUS-0280,SALARY_PLUS,APP,49000000.00,711,true,SKYJOY_RED,DAD,true,true,true,true
U-0281,Le An,Can Tho,50,CUS-0281,CUS-0281,SALARY_PLUS,APP,31000000.00,825,false,SKYJOY_RED,SGN,true,true,true,true
U-0282,Pham Dung,Ha Noi,47,CUS-0282,CUS-0282,EMERGING_AFFLUENT,SMS,100000000.00,641,true,SKYJOY_RED,SGN,true,true,true,true
U-0283,Tran Hanh,Nha Trang,50,CUS-0283,CUS-0283,SALARY_PLUS,APP,60000000.00,651,true,SKYJOY_RED,HAN,false,true,true,true
U-0284,Phan Ngoc,Can Tho,23,CUS-0284,CUS-0284,YOUNG_FAMILY,SMS,40000000.00,710,true,SKYJOY_RED,DAD,true,true,true,true
U-0285,Le Bao,Hai Phong,61,CUS-0285,CUS-0285,SALARY_PLUS,APP,81000000.00,725,false,SKYJOY_RED,SGN,true,true,true,true
U-0286,Le Phuc,Ha Noi,55,CUS-0286,CUS-0286,SALARY_PLUS,APP,120000000.00,759,false,SKYJOY_PLATINUM,DAD,true,true,true,true
U-0287,Vu Minh,Hai Phong,54,CUS-0287,CUS-0287,EMERGING_AFFLUENT,APP,41000000.00,626,true,SKYJOY_RED,DAD,true,true,true,true
U-0288,Vu Trang,Da Nang,59,CUS-0288,CUS-0288,SALARY_PLUS,BRANCH,30000000.00,683,true,SKYJOY_RED,SGN,true,true,true,true
U-0289,Pham Vy,Can Tho,44,CUS-0289,CUS-0289,SALARY_PLUS,APP,93000000.00,701,false,SKYJOY_GOLD,CXR,true,true,true,true
U-0290,Huynh Vy,Hai Phong,31,CUS-0290,CUS-0290,SALARY_PLUS,SMS,81000000.00,758,true,SKYJOY_RED,SGN,true,true,true,true
U-0291,Bui Hoa,Ho Chi Minh City,55,CUS-0291,CUS-0291,YOUNG_FAMILY,APP,96000000.00,671,false,SKYJOY_RED,HAN,false,true,true,true
U-0292,Huynh Bao,Ho Chi Minh City,31,CUS-0292,CUS-0292,SALARY_PLUS,SMS,85000000.00,840,true,SKYJOY_RED,PQC,true,true,true,true
U-0293,Huynh Lan,Da Nang,30,CUS-0293,CUS-0293,SALARY_PLUS,SMS,73000000.00,822,true,SKYJOY_RED,DAD,true,true,true,true
U-0294,Dang Minh,Ha Noi,59,CUS-0294,CUS-0294,SALARY_PLUS,APP,111000000.00,796,true,SKYJOY_RED,SGN,false,true,true,true
U-0295,Bui Ngoc,Hai Phong,24,CUS-0295,CUS-0295,SALARY_PLUS,APP,96000000.00,676,true,SKYJOY_RED,PQC,true,true,true,true
U-0296,Tran Hoa,Da Nang,42,CUS-0296,CUS-0296,SALARY_PLUS,APP,29000000.00,830,true,SKYJOY_GOLD,DAD,true,true,true,true
U-0297,Hoang Hanh,Ha Noi,26,CUS-0297,CUS-0297,EMERGING_AFFLUENT,APP,31000000.00,804,true,SKYJOY_RED,PQC,false,true,true,true
U-0298,Phan Thao,Can Tho,44,CUS-0298,CUS-0298,YOUNG_FAMILY,APP,79000000.00,821,false,SKYJOY_GOLD,HAN,true,true,true,true
U-0299,Tran Bao,Da Nang,23,CUS-0299,CUS-0299,EMERGING_AFFLUENT,APP,31000000.00,638,true,SKYJOY_PLATINUM,HAN,true,true,true,true
U-0300,Dang Binh,Da Nang,60,CUS-0300,CUS-0300,YOUNG_FAMILY,SMS,73000000.00,787,true,SKYJOY_PLATINUM,HAN,true,true,true,true
U-0301,Huynh Hanh,Ha Noi,48,CUS-0301,CUS-0301,EMERGING_AFFLUENT,SMS,56000000.00,680,true,SKYJOY_RED,CXR,true,true,true,true
U-0302,Le Bao,Da Nang,22,CUS-0302,CUS-0302,YOUNG_FAMILY,APP,102000000.00,780,true,SKYJOY_RED,SGN,true,true,true,true
U-0303,Hoang Binh,Can Tho,29,CUS-0303,CUS-0303,EMERGING_AFFLUENT,SMS,78000000.00,745,false,SKYJOY_RED,CXR,true,true,true,true
U-0304,Huynh Ngoc,Da Nang,33,CUS-0304,CUS-0304,YOUNG_FAMILY,APP,74000000.00,739,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0305,Tran Binh,Nha Trang,44,CUS-0305,CUS-0305,YOUNG_FAMILY,BRANCH,93000000.00,678,true,SKYJOY_GOLD,CXR,true,true,true,true
U-0306,Dang Thao,Hai Phong,37,CUS-0306,CUS-0306,YOUNG_FAMILY,APP,68000000.00,838,true,SKYJOY_RED,CXR,true,true,true,true
U-0307,Bui Dung,Ho Chi Minh City,50,CUS-0307,CUS-0307,SALARY_PLUS,BRANCH,39000000.00,674,false,SKYJOY_RED,PQC,true,true,true,true
U-0308,Phan Hanh,Nha Trang,31,CUS-0308,CUS-0308,EMERGING_AFFLUENT,APP,111000000.00,826,true,SKYJOY_RED,PQC,true,true,true,true
U-0309,Hoang Trang,Can Tho,22,CUS-0309,CUS-0309,YOUNG_FAMILY,APP,37000000.00,657,true,SKYJOY_GOLD,SGN,false,true,true,true
U-0310,Bui Chi,Da Nang,56,CUS-0310,CUS-0310,EMERGING_AFFLUENT,SMS,51000000.00,718,true,SKYJOY_RED,PQC,true,true,true,true
U-0311,Hoang Ngoc,Ha Noi,61,CUS-0311,CUS-0311,YOUNG_FAMILY,APP,60000000.00,796,true,SKYJOY_GOLD,DAD,false,true,true,true
U-0312,Nguyen Linh,Da Nang,41,CUS-0312,CUS-0312,EMERGING_AFFLUENT,SMS,107000000.00,795,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0313,Vu Linh,Da Nang,48,CUS-0313,CUS-0313,AFFLUENT,APP,45000000.00,830,true,SKYJOY_RED,CXR,false,true,true,true
U-0314,Nguyen Trang,Ha Noi,26,CUS-0314,CUS-0314,EMERGING_AFFLUENT,SMS,69000000.00,654,false,SKYJOY_RED,CXR,true,true,true,true
U-0315,Pham Hanh,Ho Chi Minh City,37,CUS-0315,CUS-0315,AFFLUENT,APP,64000000.00,800,true,SKYJOY_RED,PQC,true,true,true,true
U-0316,Tran An,Ha Noi,45,CUS-0316,CUS-0316,YOUNG_FAMILY,APP,40000000.00,741,true,SKYJOY_RED,HAN,true,true,true,true
U-0317,Hoang Binh,Da Nang,23,CUS-0317,CUS-0317,YOUNG_FAMILY,APP,91000000.00,819,false,SKYJOY_GOLD,HAN,true,true,true,true
U-0318,Hoang Phuc,Hai Phong,23,CUS-0318,CUS-0318,AFFLUENT,APP,34000000.00,785,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0319,Hoang Khanh,Can Tho,46,CUS-0319,CUS-0319,EMERGING_AFFLUENT,APP,45000000.00,739,true,SKYJOY_RED,CXR,true,true,true,true
U-0320,Tran An,Hai Phong,45,CUS-0320,CUS-0320,EMERGING_AFFLUENT,APP,31000000.00,743,true,SKYJOY_PLATINUM,DAD,false,true,true,true
U-0321,Hoang Lan,Ha Noi,31,CUS-0321,CUS-0321,SALARY_PLUS,SMS,120000000.00,827,true,SKYJOY_GOLD,HAN,true,true,true,true
U-0322,Vu Lan,Da Nang,48,CUS-0322,CUS-0322,YOUNG_FAMILY,APP,22000000.00,769,true,SKYJOY_RED,HAN,true,true,true,true
U-0323,Pham Tuan,Nha Trang,52,CUS-0323,CUS-0323,EMERGING_AFFLUENT,APP,39000000.00,835,true,SKYJOY_RED,DAD,true,true,true,true
U-0324,Le Khanh,Nha Trang,57,CUS-0324,CUS-0324,SALARY_PLUS,BRANCH,60000000.00,787,true,SKYJOY_RED,DAD,true,true,true,true
U-0325,Huynh Minh,Da Nang,59,CUS-0325,CUS-0325,EMERGING_AFFLUENT,APP,33000000.00,740,true,SKYJOY_GOLD,CXR,false,true,true,true
U-0326,Tran Thao,Ha Noi,54,CUS-0326,CUS-0326,AFFLUENT,SMS,66000000.00,755,true,SKYJOY_RED,HAN,true,true,true,true
U-0327,Pham Linh,Can Tho,58,CUS-0327,CUS-0327,YOUNG_FAMILY,APP,109000000.00,666,false,SKYJOY_RED,HAN,true,true,true,true
U-0328,Nguyen An,Can Tho,39,CUS-0328,CUS-0328,SALARY_PLUS,SMS,39000000.00,767,false,SKYJOY_RED,SGN,true,true,true,true
U-0329,Phan Phuc,Can Tho,49,CUS-0329,CUS-0329,YOUNG_FAMILY,APP,22000000.00,756,true,SKYJOY_RED,SGN,false,true,true,true
U-0330,Dang Hanh,Ho Chi Minh City,22,CUS-0330,CUS-0330,SALARY_PLUS,APP,62000000.00,699,true,SKYJOY_RED,CXR,true,true,true,true
U-0331,Tran Bao,Da Nang,40,CUS-0331,CUS-0331,YOUNG_FAMILY,SMS,94000000.00,754,true,SKYJOY_PLATINUM,HAN,true,true,true,true
